Time of Visit,IP Address,Request_Method,Visited_Pages,Status_Code,Country,Sports,Frequency_of_Visit,Gender,Age
23:44:37,94.46.169.120,GET,football.html,200,Czech Republic,Table Tennis,Often,Non-binary,62
2:38:31,242.193.30.21,PATCH,images/games.html,200,Indonesia,Badminton,Once,Male,65
19:42:05,69.229.188.105,HEAD,Badminton.html,301,Brazil,Swimming,Once,Male,64
15:44:32,106.146.38.40,GET,index.html,200,Honduras,Swimming,Once,Non-binary,35
15:44:38,232.85.56.164,POST,searchsports.html,403,China,Karate,Once,Non-binary,45
22:38:07,68.75.88.157,GET,Aquatics.html,403,Bangladesh,Athletics,Seldon,Female,55
11:33:46,196.37.29.197,PATCH,Athletics.html,200,Brazil,Athletics,Often,Male,22
7:32:08,32.224.202.46,HEAD,searchsports.html,500,Indonesia,Table Tennis,Daily,Female,46
8:01:57,17.37.173.145,POST,football.html,500,Russia,Weightlifting,Once,Male,59
2:30:52,0.39.126.237,CONNECT,Wrestling.html,200,Norway,Swimming,Once,Male,22
19:55:09,244.67.111.67,PUT,Wrestling.html,301,Bulgaria,Table Tennis,Seldon,Male,65
5:45:12,36.72.139.93,POST,news.html,100,Nigeria,Swimming,Often,Non-binary,66
20:19:46,18.65.53.112,GET,Basketball.html,200,Portugal,Table Tennis,Once,Female,63
15:27:23,156.208.218.243,HEAD,searchsports.html,200,Micronesia,Football,Daily,Non-binary,46
0:59:03,30.236.115.167,POST,images/games.html,200,Russia,Baseball,Often,Non-binary,53
6:23:30,204.203.194.221,PUT,Athletics.html,100,Russia,Football,Seldon,Female,55
15:48:15,250.129.79.150,PUT,images/games.html,200,Israel,Basketball,Often,Male,19
18:38:06,46.72.129.122,CONNECT,searchsports.html,301,China,Table Tennis,Daily,Non-binary,62
9:05:28,5.52.72.251,PATCH,Aquatics.html,400,New Zealand,Table Tennis,Never,Male,63
3:38:50,138.143.10.70,GET,football.html,200,Portugal,Weightlifting,Seldon,Female,45
8:29:28,84.255.49.244,GET,index.html,301,Mexico,Baseball,Daily,Female,28
14:53:50,171.115.183.41,HEAD,Aquatics.html,301,Czech Republic,Table Tennis,Often,Non-binary,40
13:19:26,211.158.44.234,DELETE,index.html,301,Philippines,Weightlifting,Never,Non-binary,62
17:16:28,133.210.198.184,GET,football.html,200,Peru,Baseball,Once,Male,40
14:34:09,114.248.187.16,PUT,searchsports.html,200,China,Table Tennis,Seldon,Female,45
21:31:07,2.13.136.27,HEAD,ticketing.html,200,China,Volleyball,Often,Male,42
20:50:12,242.47.253.111,GET,images/games.html,301,Portugal,Baseball,Daily,Male,22
17:35:44,50.235.143.147,POST,Athletics.html,200,Bulgaria,Volleyball,Daily,Female,25
5:28:20,185.233.47.147,POST,searchsports.html,200,France,Athletics,Often,Non-binary,35
19:35:41,210.73.43.135,CONNECT,searchsports.html,200,Poland,Athletics,Never,Female,34
17:01:43,68.201.2.185,GET,Tennis.html,100,China,Table Tennis,Often,Female,30
8:21:45,29.101.210.226,GET,Gymnastics.html,200,Rwanda,Football,Often,Female,60
16:09:55,207.20.134.174,HEAD,Karate.html,200,Indonesia,Volleyball,Seldon,Male,28
8:07:07,226.209.211.172,CONNECT,Badminton.html,200,Haiti,Diving,Once,Female,28
9:48:37,21.39.73.125,HEAD,index.html,100,Brazil,Football,Seldon,Non-binary,48
18:50:39,154.126.209.31,GET,news.html,200,Israel,Swimming,Seldon,Female,18
5:57:22,52.44.216.86,HEAD,Athletics.html,100,Philippines,Football,Seldon,Male,42
9:07:17,149.78.6.251,HEAD,searchsports.html,200,Haiti,Athletics,Once,Female,33
6:32:39,168.216.107.81,CONNECT,Gymnastics.html,200,Indonesia,Table Tennis,Often,Male,27
16:20:08,199.113.160.29,CONNECT,Gymnastics.html,400,Germany,Volleyball,Once,Male,41
16:03:10,211.173.53.249,CONNECT,Athletics.html,200,Ukraine,Badminton,Often,Female,41
15:35:15,249.124.197.16,GET,searchsports.html,100,China,Swimming,Seldon,Male,45
12:02:46,170.77.237.228,GET,Wrestling.html,301,Norway,Athletics,Seldon,Female,62
2:44:58,181.196.196.12,HEAD,searchsports.html,200,Indonesia,Badminton,Often,Non-binary,32
4:20:52,133.168.83.253,GET,index.html,200,Tunisia,Swimming,Often,Male,24
4:37:20,114.6.106.190,GET,Athletics.html,100,Portugal,Athletics,Never,Non-binary,60
10:26:34,240.234.68.15,PATCH,news.html,200,China,Weightlifting,Seldon,Male,52
22:25:01,77.255.223.114,GET,Tennis.html,200,Vietnam,Table Tennis,Seldon,Non-binary,61
8:58:35,119.118.180.122,POST,index.html,200,Ukraine,Table Tennis,Seldon,Male,24
13:12:49,232.180.74.158,CONNECT,Aquatics.html,200,El Salvador,Karate,Daily,Female,23
15:32:22,126.219.156.65,GET,Athletics.html,200,Nicaragua,Swimming,Once,Male,56
19:05:04,147.132.73.58,CONNECT,images/games.html,400,China,Swimming,Seldon,Male,55
17:03:08,95.73.83.146,GET,ticketing.html,200,Argentina,Baseball,Often,Female,65
15:02:58,45.103.122.10,CONNECT,Basketball.html,200,Russia,Athletics,Often,Male,20
12:06:18,171.120.60.191,GET,Tennis.html,200,Nigeria,Swimming,Seldon,Male,51
9:53:20,138.12.74.79,GET,Basketball.html,200,Japan,Table Tennis,Seldon,Male,48
16:34:55,189.207.62.16,GET,Tennis.html,100,Kyrgyzstan,Swimming,Often,Female,29
14:19:32,34.55.54.185,PATCH,images/games.html,200,Sweden,Swimming,Seldon,Male,37
11:06:50,0.139.187.94,HEAD,index.html,200,Portugal,Boxing,Once,Non-binary,69
7:50:45,39.243.164.63,HEAD,index.html,200,Kazakhstan,Badminton,Daily,Male,24
16:37:30,188.154.130.106,PUT,Wrestling.html,200,United Kingdom,Athletics,Once,Male,43
1:53:49,154.87.67.119,GET,images/games.html,301,Czech Republic,Weightlifting,Once,Male,51
0:04:46,246.1.138.234,GET,Volleyball.html,200,Nigeria,Volleyball,Seldon,Male,34
12:25:39,167.150.75.232,HEAD,images/games.html,200,Indonesia,Basketball,Once,Female,55
4:53:45,51.177.222.30,GET,football.html,200,Brazil,Baseball,Often,Female,54
7:30:21,107.26.191.80,GET,Athletics.html,500,China,Badminton,Often,Male,51
14:39:27,241.178.155.250,GET,football.html,200,South Africa,Gymnastics,Daily,Female,61
2:51:07,24.224.213.203,PATCH,searchsports.html,200,France,Table Tennis,Seldon,Male,66
17:11:50,56.25.179.237,HEAD,news.html,403,Serbia,Gymnastics,Seldon,Male,32
15:30:36,178.105.190.77,GET,Tennis.html,200,France,Volleyball,Seldon,Male,53
18:33:14,155.111.210.73,PATCH,images/games.html,301,China,Basketball,Often,Male,35
11:30:56,187.202.89.213,GET,index.html,200,Philippines,Boxing,Seldon,Male,55
1:26:22,87.217.133.138,DELETE,Badminton.html,100,Philippines,Football,Seldon,Male,64
8:29:55,224.13.237.209,GET,Athletics.html,200,Honduras,Athletics,Seldon,Male,69
22:37:20,108.99.107.144,GET,Athletics.html,301,Czech Republic,Athletics,Seldon,Female,31
13:33:23,154.227.75.214,HEAD,index.html,200,Greece,Athletics,Seldon,Male,23
18:37:11,212.144.158.79,POST,searchsports.html,100,Burundi,Athletics,Seldon,Female,62
4:29:15,236.183.229.139,PATCH,ticketing.html,200,Indonesia,Swimming,Once,Non-binary,37
9:05:14,79.151.121.171,HEAD,index.html,200,Russia,Swimming,Seldon,Non-binary,36
6:20:11,153.215.202.133,POST,searchsports.html,200,Sweden,Volleyball,Once,Female,68
23:43:46,34.253.120.120,PATCH,searchsports.html,200,Brazil,Badminton,Often,Male,50
22:46:07,64.144.87.10,GET,football.html,100,Nigeria,Basketball,Often,Male,48
20:48:47,21.83.58.139,PATCH,Aquatics.html,200,Peru,Badminton,Seldon,Female,62
1:07:35,84.92.178.154,POST,Wrestling.html,200,Greece,Weightlifting,Seldon,Female,46
22:02:45,9.14.230.111,GET,news.html,200,Mexico,Football,Never,Female,43
17:02:34,58.200.154.30,GET,images/games.html,200,China,Table Tennis,Seldon,Male,45
6:14:41,102.159.109.45,HEAD,index.html,200,Argentina,Weightlifting,Never,Male,32
11:54:05,65.55.99.207,PATCH,Basketball.html,400,Mexico,Swimming,Never,Female,38
2:44:19,2.212.244.68,GET,Badminton.html,200,Indonesia,Swimming,Once,Male,31
14:08:26,133.35.127.93,PUT,football.html,200,Estonia,Athletics,Often,Non-binary,50
0:20:15,227.73.107.178,HEAD,searchsports.html,200,Russia,Table Tennis,Often,Male,70
7:26:30,127.243.115.95,GET,ticketing.html,200,Colombia,Volleyball,Daily,Male,63
20:37:59,221.100.37.90,GET,Athletics.html,100,Georgia,Badminton,Seldon,Male,30
16:27:13,233.80.199.45,HEAD,searchsports.html,400,China,Volleyball,Once,Non-binary,66
11:33:08,147.52.25.118,POST,index.html,200,Azerbaijan,Baseball,Seldon,Female,59
17:26:07,130.15.74.180,POST,news.html,100,Ivory Coast,Table Tennis,Often,Female,21
17:57:54,107.226.189.28,POST,images/games.html,200,United States,Table Tennis,Often,Male,22
21:56:27,208.143.158.68,HEAD,index.html,200,Papua New Guinea,Boxing,Seldon,Non-binary,43
3:47:18,154.164.54.156,GET,Tennis.html,200,Indonesia,Volleyball,Once,Male,53
18:46:18,130.239.84.179,GET,images/games.html,200,Peru,Football,Seldon,Female,39
14:39:00,173.22.67.82,CONNECT,Aquatics.html,301,Portugal,Gymnastics,Often,Male,54
5:22:25,121.202.44.238,CONNECT,Athletics.html,200,China,Swimming,Once,Female,19
11:32:34,117.187.121.41,PATCH,Tennis.html,100,Philippines,Athletics,Often,Non-binary,62
13:10:32,125.217.115.130,GET,images/games.html,200,Honduras,Football,Daily,Female,30
17:21:29,32.239.209.63,GET,Basketball.html,200,France,Basketball,Often,Male,24
3:51:44,168.61.135.210,POST,index.html,200,Indonesia,Volleyball,Once,Female,26
1:38:02,174.87.82.230,GET,Athletics.html,200,Slovenia,Gymnastics,Seldon,Male,30
23:20:15,164.216.22.233,GET,ticketing.html,200,Indonesia,Athletics,Seldon,Female,34
2:38:53,215.224.84.92,GET,football.html,200,China,Basketball,Seldon,Female,65
23:06:14,214.219.249.154,GET,searchsports.html,200,Ecuador,Football,Daily,Male,60
20:39:31,96.133.144.120,PUT,images/games.html,200,Greece,Football,Once,Female,23
9:55:00,32.215.71.215,GET,Gymnastics.html,200,Thailand,Basketball,Often,Male,39
16:49:08,188.34.89.49,HEAD,Gymnastics.html,301,China,Swimming,Seldon,Female,18
6:33:57,15.45.110.139,PATCH,Wrestling.html,200,South Sudan,Swimming,Seldon,Female,31
5:47:51,136.55.33.249,GET,Basketball.html,100,Thailand,Volleyball,Often,Female,41
1:28:22,103.134.120.185,CONNECT,Aquatics.html,100,Indonesia,Gymnastics,Seldon,Female,50
21:45:07,181.242.122.7,PATCH,searchsports.html,301,South Korea,Basketball,Seldon,Female,18
14:49:51,176.103.162.65,HEAD,Athletics.html,400,Iraq,Football,Often,Male,25
8:17:31,105.100.179.211,HEAD,index.html,100,Jordan,Basketball,Daily,Male,31
5:19:28,124.129.57.32,POST,images/games.html,200,Luxembourg,Athletics,Once,Non-binary,19
16:02:06,210.229.125.192,HEAD,Badminton.html,200,Poland,Basketball,Daily,Non-binary,64
12:39:46,161.117.127.200,GET,Athletics.html,200,China,Athletics,Seldon,Female,69
12:11:05,62.3.78.150,CONNECT,index.html,200,China,Athletics,Seldon,Female,66
4:29:38,241.47.50.219,GET,index.html,200,Philippines,Volleyball,Never,Female,35
3:00:50,30.237.150.189,CONNECT,Tennis.html,200,Philippines,Football,Often,Female,61
19:54:44,176.37.137.109,GET,images/games.html,100,Morocco,Swimming,Seldon,Female,43
2:44:50,66.132.51.135,PATCH,Athletics.html,100,China,Football,Seldon,Female,32
22:18:13,231.4.197.33,POST,images/games.html,200,China,Volleyball,Seldon,Female,68
7:01:35,124.224.76.207,GET,searchsports.html,200,Burkina Faso,Athletics,Once,Female,66
22:38:15,83.143.165.225,GET,searchsports.html,200,China,Swimming,Never,Female,27
3:53:21,84.207.18.31,GET,Gymnastics.html,100,Thailand,Athletics,Often,Male,40
18:43:21,21.33.123.23,HEAD,images/games.html,100,Portugal,Basketball,Often,Male,65
17:20:51,133.117.51.130,GET,index.html,200,Switzerland,Baseball,Daily,Male,30
14:31:51,200.230.94.113,GET,football.html,100,China,Weightlifting,Often,Female,48
0:57:25,104.82.90.180,GET,news.html,200,Indonesia,Table Tennis,Once,Male,45
15:00:41,56.251.14.46,HEAD,Tennis.html,100,Russia,Football,Often,Male,64
22:03:10,5.230.112.244,HEAD,Gymnastics.html,301,Sweden,Athletics,Often,Male,22
8:40:56,5.172.206.249,GET,index.html,200,Sweden,Athletics,Daily,Male,52
20:00:01,139.63.62.89,PATCH,news.html,500,Poland,Swimming,Seldon,Male,53
0:55:08,187.206.137.8,HEAD,football.html,200,China,Basketball,Often,Male,28
12:10:55,22.207.101.99,CONNECT,images/games.html,200,Indonesia,Basketball,Daily,Male,24
0:26:39,172.82.83.129,CONNECT,Baseball/Softball.html,400,Iran,Gymnastics,Once,Female,48
13:55:00,239.137.92.132,HEAD,news.html,200,Czech Republic,Table Tennis,Seldon,Female,32
10:10:05,90.43.172.125,HEAD,ticketing.html,100,France,Athletics,Once,Male,48
3:25:04,221.11.36.52,HEAD,Badminton.html,403,France,Football,Seldon,Non-binary,65
22:54:52,0.168.243.226,GET,Athletics.html,100,United Arab Emirates,Badminton,Seldon,Female,53
21:27:58,108.153.188.249,HEAD,Gymnastics.html,200,China,Basketball,Often,Female,23
6:46:01,156.80.6.176,PATCH,searchsports.html,301,Netherlands,Badminton,Seldon,Male,29
16:16:55,133.31.93.111,HEAD,Gymnastics.html,301,Russia,Gymnastics,Seldon,Male,44
3:02:39,139.207.153.230,GET,Gymnastics.html,100,Honduras,Football,Never,Non-binary,24
23:29:38,149.55.33.91,PATCH,Gymnastics.html,200,Bulgaria,Basketball,Never,Female,44
2:33:04,92.189.153.8,PATCH,Badminton.html,200,Sweden,Volleyball,Often,Male,59
17:18:16,204.180.45.54,POST,index.html,200,Peru,Basketball,Often,Male,54
17:08:51,244.249.56.84,GET,football.html,200,Albania,Football,Never,Female,41
4:31:36,147.123.79.216,POST,Athletics.html,200,China,Swimming,Seldon,Male,56
12:26:39,167.61.18.189,GET,ticketing.html,301,Zambia,Basketball,Daily,Female,69
4:43:43,168.119.103.46,HEAD,Athletics.html,200,Indonesia,Football,Once,Female,32
23:07:06,191.242.204.252,GET,Tennis.html,400,Nigeria,Table Tennis,Daily,Female,55
7:08:47,163.175.68.232,CONNECT,Basketball.html,200,Norway,Basketball,Daily,Male,39
13:58:30,6.136.13.115,HEAD,Basketball.html,200,Russia,Gymnastics,Often,Female,37
18:47:50,34.149.8.138,CONNECT,Badminton.html,100,Indonesia,Volleyball,Once,Female,52
14:10:09,202.69.234.246,POST,Athletics.html,200,Indonesia,Volleyball,Seldon,Male,33
20:35:48,151.111.98.74,HEAD,Tennis.html,200,China,Swimming,Often,Male,21
3:11:35,1.57.165.169,DELETE,Gymnastics.html,200,China,Volleyball,Seldon,Female,47
8:56:41,252.201.192.250,CONNECT,index.html,200,China,Swimming,Once,Male,21
6:22:55,61.207.17.155,PATCH,Tennis.html,100,Somalia,Athletics,Seldon,Non-binary,64
8:09:34,157.138.174.154,GET,Aquatics.html,200,France,Table Tennis,Often,Male,67
16:29:33,193.32.4.13,GET,index.html,200,New Caledonia,Baseball,Often,Non-binary,60
15:23:26,127.88.182.194,HEAD,searchsports.html,200,Indonesia,Athletics,Daily,Male,60
0:14:05,192.42.197.121,GET,images/games.html,200,China,Football,Once,Non-binary,51
5:39:39,222.173.67.169,HEAD,Gymnastics.html,200,China,Karate,Seldon,Male,22
18:33:40,131.62.105.5,PUT,Volleyball.html,301,China,Boxing,Seldon,Female,54
11:53:14,227.109.149.131,CONNECT,index.html,200,Russia,Weightlifting,Seldon,Male,55
21:47:33,130.67.67.207,GET,Athletics.html,301,Philippines,Athletics,Often,Male,31
15:58:27,71.81.221.214,GET,news.html,200,China,Swimming,Often,Male,37
20:34:39,93.105.240.98,GET,Volleyball.html,500,Russia,Athletics,Once,Male,41
2:42:48,135.82.74.217,CONNECT,Basketball.html,100,Indonesia,Athletics,Daily,Female,29
21:35:44,67.116.54.214,POST,Athletics.html,200,China,Athletics,Often,Female,47
17:39:27,132.2.244.137,GET,Gymnastics.html,403,Serbia,Athletics,Daily,Female,49
22:26:42,75.185.145.77,GET,index.html,200,Czech Republic,Badminton,Once,Female,28
12:13:34,249.245.123.231,POST,Athletics.html,200,Czech Republic,Football,Seldon,Female,39
1:17:45,96.235.202.89,GET,Tennis.html,200,Nigeria,Athletics,Once,Male,30
12:34:37,226.69.244.157,HEAD,images/games.html,200,United States,Table Tennis,Daily,Male,63
14:10:35,155.28.32.21,GET,images/games.html,500,Peru,Football,Seldon,Male,37
2:25:11,158.188.91.215,HEAD,news.html,200,Indonesia,Volleyball,Seldon,Female,70
17:28:45,54.242.113.27,POST,Athletics.html,400,Jordan,Gymnastics,Daily,Non-binary,39
16:53:24,98.65.71.147,DELETE,index.html,100,Nigeria,Swimming,Never,Male,21
1:28:41,45.11.39.72,PATCH,Athletics.html,200,Indonesia,Table Tennis,Seldon,Male,52
11:38:38,150.134.143.178,PATCH,Wrestling.html,200,Brazil,Badminton,Daily,Female,26
3:51:27,185.137.115.10,GET,Wrestling.html,200,Pakistan,Volleyball,Often,Female,29
0:24:46,131.128.247.91,GET,Athletics.html,200,Tajikistan,Table Tennis,Once,Male,33
12:25:17,212.168.102.199,PATCH,football.html,100,China,Table Tennis,Seldon,Male,23
8:27:53,3.155.69.172,HEAD,ticketing.html,100,Russia,Basketball,Seldon,Male,40
11:54:07,190.24.175.214,POST,football.html,100,Sweden,Football,Once,Male,53
6:25:54,107.211.249.35,GET,news.html,200,Japan,Volleyball,Seldon,Male,56
12:27:06,91.187.204.24,GET,Badminton.html,200,Liberia,Volleyball,Seldon,Female,60
14:03:29,22.178.191.75,CONNECT,index.html,200,China,Swimming,Seldon,Male,44
7:44:30,41.115.86.16,CONNECT,Athletics.html,100,Brazil,Table Tennis,Seldon,Female,19
20:17:47,177.7.7.221,GET,news.html,301,China,Basketball,Seldon,Female,40
18:06:49,148.226.111.97,PATCH,searchsports.html,200,Afghanistan,Wrestling,Seldon,Male,56
13:33:19,103.147.251.195,GET,Volleyball.html,301,Brazil,Table Tennis,Daily,Female,31
0:42:58,160.46.15.11,PUT,images/games.html,100,Indonesia,Table Tennis,Seldon,Male,60
16:36:22,179.173.32.3,POST,Boxing.html,200,Portugal,Football,Seldon,Male,47
21:48:39,33.57.168.201,CONNECT,Basketball.html,301,Nigeria,Athletics,Seldon,Female,20
12:10:21,214.169.127.126,CONNECT,football.html,403,China,Weightlifting,Once,Female,38
1:44:31,176.157.137.5,GET,Tennis.html,100,Czech Republic,Football,Often,Male,32
18:08:02,53.157.199.119,HEAD,Athletics.html,100,Myanmar,Volleyball,Daily,Male,65
1:39:52,155.118.50.217,POST,index.html,200,Honduras,Football,Seldon,Male,23
10:54:28,238.28.19.152,PATCH,ticketing.html,200,Canada,Table Tennis,Never,Male,63
15:00:37,224.187.157.45,GET,images/games.html,200,China,Athletics,Often,Male,42
4:11:32,230.145.132.180,GET,images/games.html,301,Argentina,Swimming,Seldon,Female,65
2:18:52,123.82.32.173,GET,index.html,100,South Korea,Athletics,Never,Non-binary,31
19:36:35,216.24.252.228,HEAD,index.html,200,Micronesia,Athletics,Seldon,Male,44
17:15:44,141.163.240.250,CONNECT,football.html,200,Indonesia,Basketball,Seldon,Male,34
8:27:08,200.182.101.55,GET,images/games.html,200,Nigeria,Gymnastics,Seldon,Female,35
6:46:30,73.208.200.199,POST,ticketing.html,200,Indonesia,Basketball,Daily,Male,25
15:11:40,242.251.184.80,CONNECT,Basketball.html,301,China,Table Tennis,Once,Male,39
23:24:59,163.192.243.155,GET,football.html,200,Russia,Table Tennis,Daily,Female,25
1:43:31,101.199.168.45,CONNECT,index.html,200,Mongolia,Football,Seldon,Male,40
23:29:13,79.141.222.103,PUT,Fencing.html,200,China,Athletics,Seldon,Female,59
8:53:27,153.180.252.207,POST,index.html,200,Ukraine,Baseball,Often,Male,54
4:28:48,50.154.28.5,POST,news.html,301,Indonesia,Table Tennis,Once,Male,23
12:37:03,134.16.59.133,GET,Badminton.html,100,Norway,Gymnastics,Often,Male,26
13:09:12,90.81.236.122,GET,Athletics.html,200,Portugal,Table Tennis,Often,Non-binary,63
16:59:21,182.119.147.43,DELETE,Tennis.html,200,Indonesia,Baseball,Daily,Non-binary,55
16:17:27,17.124.202.6,POST,index.html,100,United States,Swimming,Once,Non-binary,69
7:57:12,38.167.36.193,POST,index.html,200,Netherlands,Athletics,Seldon,Female,40
1:48:26,63.35.206.95,GET,Gymnastics.html,200,Poland,Gymnastics,Seldon,Male,67
10:39:01,202.143.50.76,HEAD,searchsports.html,301,China,Football,Seldon,Non-binary,63
21:06:43,214.16.199.109,GET,news.html,100,Brazil,Football,Seldon,Male,51
14:58:44,100.11.90.114,HEAD,football.html,200,China,Badminton,Once,Male,20
1:51:28,63.172.19.71,HEAD,searchsports.html,200,Vietnam,Swimming,Seldon,Male,44
10:57:08,181.207.132.186,POST,searchsports.html,200,South Africa,Baseball,Often,Female,58
14:28:17,104.20.242.190,GET,images/games.html,404,Brazil,Karate,Often,Female,21
10:57:07,21.162.119.69,POST,index.html,200,China,Swimming,Often,Female,69
0:27:36,76.182.36.10,PATCH,images/games.html,200,China,Baseball,Daily,Male,58
2:19:24,192.44.141.66,PATCH,news.html,200,Brazil,Volleyball,Once,Non-binary,44
15:44:37,41.86.117.75,GET,searchsports.html,200,Argentina,Table Tennis,Seldon,Female,25
22:45:17,178.216.149.93,GET,index.html,100,China,Swimming,Often,Male,20
18:29:24,55.145.200.117,CONNECT,ticketing.html,200,Czech Republic,Athletics,Daily,Female,24
0:05:52,252.142.103.27,POST,Boxing.html,200,Azerbaijan,Swimming,Once,Non-binary,26
15:05:41,121.124.55.191,CONNECT,Basketball.html,200,Indonesia,Football,Often,Non-binary,38
13:48:36,91.148.92.187,HEAD,searchsports.html,200,China,Table Tennis,Often,Non-binary,19
23:43:07,129.107.37.248,CONNECT,Gymnastics.html,403,Greece,Volleyball,Once,Male,59
17:40:41,134.25.146.52,HEAD,Volleyball.html,200,United States,Volleyball,Often,Female,68
21:27:40,23.192.81.187,PATCH,Athletics.html,200,Mongolia,Table Tennis,Often,Male,60
2:06:54,208.52.184.55,HEAD,Basketball.html,100,Poland,Table Tennis,Seldon,Male,55
15:31:59,144.130.101.99,PATCH,index.html,301,Uganda,Football,Once,Female,60
7:41:38,229.110.126.218,DELETE,Tennis.html,100,Macedonia,Badminton,Once,Male,64
16:51:21,131.162.181.7,PUT,images/games.html,200,Philippines,Boxing,Seldon,Female,56
0:42:17,91.248.124.153,PATCH,searchsports.html,400,Poland,Athletics,Often,Female,39
17:18:41,184.135.217.157,CONNECT,Badminton.html,200,Ukraine,Table Tennis,Once,Male,23
13:11:36,145.144.13.205,GET,Badminton.html,400,United States,Weightlifting,Never,Male,31
6:47:51,7.20.189.161,PATCH,index.html,200,Brazil,Shooting,Once,Female,59
2:29:38,171.61.90.39,CONNECT,Baseball/Softball.html,100,Poland,Football,Once,Non-binary,19
8:28:28,172.95.2.43,GET,Gymnastics.html,100,Jordan,Baseball,Seldon,Female,20
3:25:41,155.30.228.57,HEAD,index.html,200,China,Football,Daily,Male,48
19:12:01,155.198.128.247,PATCH,searchsports.html,200,China,Athletics,Once,Male,53
5:07:57,139.182.247.18,PATCH,Basketball.html,200,Azerbaijan,Swimming,Once,Female,40
14:37:16,45.41.118.35,GET,football.html,100,China,Swimming,Often,Male,54
12:14:24,151.111.141.246,GET,Athletics.html,200,Indonesia,Baseball,Seldon,Female,33
21:31:41,174.84.102.89,CONNECT,ticketing.html,100,Croatia,Football,Often,Non-binary,61
20:48:06,83.122.29.91,GET,images/games.html,200,China,Football,Seldon,Male,48
18:11:47,5.46.180.205,POST,football.html,100,Japan,Basketball,Often,Non-binary,36
20:17:19,206.77.10.158,GET,Athletics.html,200,Poland,Football,Often,Male,22
8:42:00,177.53.231.121,POST,Athletics.html,200,Portugal,Baseball,Seldon,Male,61
0:48:24,220.32.89.159,HEAD,Gymnastics.html,200,Peru,Swimming,Often,Female,38
21:19:48,36.41.42.110,GET,Gymnastics.html,100,Russia,Volleyball,Seldon,Male,65
11:14:45,206.133.51.236,GET,Tennis.html,100,United States,Baseball,Often,Male,48
22:22:08,141.207.255.90,POST,Karate.html,200,Iran,Weightlifting,Seldon,Female,20
23:22:05,234.67.19.224,GET,Athletics.html,200,Portugal,Basketball,Seldon,Non-binary,39
4:23:02,198.228.8.37,HEAD,searchsports.html,100,United States,Table Tennis,Once,Non-binary,54
6:08:29,40.246.230.233,POST,news.html,200,Brazil,Swimming,Never,Female,37
23:33:21,203.114.183.108,CONNECT,index.html,200,Sweden,Swimming,Seldon,Non-binary,48
19:08:06,7.11.67.40,GET,Athletics.html,400,Uzbekistan,Baseball,Daily,Male,18
9:29:03,38.10.141.192,HEAD,Tennis.html,200,Bangladesh,Swimming,Often,Female,36
18:57:09,211.60.145.14,HEAD,index.html,100,China,Swimming,Seldon,Male,27
13:05:30,156.116.107.194,POST,Athletics.html,301,Indonesia,Boxing,Never,Female,22
8:09:02,11.125.13.118,HEAD,Tennis.html,200,Chile,Athletics,Often,Male,53
14:06:27,245.161.205.156,POST,Athletics.html,100,China,Swimming,Seldon,Non-binary,58
0:43:30,176.69.49.55,POST,Gymnastics.html,200,Uzbekistan,Basketball,Once,Female,45
1:36:58,248.12.193.39,PATCH,index.html,301,China,Football,Daily,Female,67
14:24:54,224.232.71.227,PUT,Athletics.html,200,China,Athletics,Seldon,Non-binary,21
10:24:04,32.162.35.28,HEAD,Athletics.html,200,Poland,Football,Seldon,Male,28
16:12:32,97.197.16.152,GET,Basketball.html,200,Sri Lanka,Basketball,Seldon,Male,30
1:12:17,193.128.2.53,POST,Badminton.html,200,Greece,Badminton,Often,Male,29
3:03:23,193.80.237.98,HEAD,news.html,200,Libya,Baseball,Often,Male,36
17:41:47,116.155.3.200,POST,news.html,200,China,Volleyball,Often,Female,21
23:47:16,100.86.68.83,GET,Tennis.html,200,Philippines,Volleyball,Often,Non-binary,24
9:30:53,70.6.239.27,HEAD,searchsports.html,200,Cyprus,Weightlifting,Once,Female,54
11:52:17,41.144.5.107,GET,ticketing.html,200,Indonesia,Karate,Never,Female,62
12:55:50,93.70.19.179,GET,Basketball.html,200,Nigeria,Boxing,Often,Female,47
9:53:13,36.131.111.218,PATCH,Athletics.html,200,Indonesia,Swimming,Once,Male,26
18:27:38,179.116.214.28,CONNECT,Basketball.html,301,Sweden,Swimming,Often,Female,67
4:51:02,115.18.169.244,HEAD,Gymnastics.html,100,Canada,Karate,Seldon,Male,45
13:30:27,99.47.200.46,HEAD,index.html,200,United States,Volleyball,Once,Female,42
2:41:02,123.76.116.237,CONNECT,Athletics.html,200,Portugal,Baseball,Often,Male,19
1:38:53,165.24.209.237,HEAD,Tennis.html,200,Mozambique,Baseball,Seldon,Male,24
23:28:42,46.28.146.130,GET,Tennis.html,301,Kazakhstan,Football,Seldon,Female,69
9:42:52,83.78.131.139,POST,images/games.html,200,Sweden,Table Tennis,Seldon,Male,51
13:57:26,155.34.130.248,HEAD,Boxing.html,200,Thailand,Volleyball,Seldon,Non-binary,24
17:35:27,244.60.117.69,PATCH,Athletics.html,200,Russia,Athletics,Once,Non-binary,47
12:46:11,147.158.149.5,HEAD,football.html,100,Namibia,Athletics,Seldon,Male,41
7:17:56,204.203.126.196,GET,ticketing.html,200,Indonesia,Basketball,Often,Female,42
10:09:53,38.63.186.216,GET,Fencing.html,200,China,Basketball,Seldon,Male,28
